Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Clay,Wheat,358.6172215503248,18.79298916388456,TRUE,FALSE,Rainy,76,3.498599967980347
West,Sandy,Soybean,940.5086294038097,21.92645379831218,FALSE,TRUE,Cloudy,80,6.356939522140019
West,Chalky,Wheat,785.4581326233083,33.83380794628356,FALSE,TRUE,Rainy,109,6.447866685077572
East,Sandy,Barley,904.5084595452252,39.24377966,TRUE,TRUE,Sunny,64,8.209796225267308
North,Loam,Rice,343.0011006270364,16.302348932467087,FALSE,TRUE,Sunny,95,2.5559804410751683
South,Silt,Cotton,146.78471449877478,32.939504161386665,TRUE,FALSE,Cloudy,146,2.6954189027099322
North,Peaty,Wheat,170.19313043735582,17.870306867393456,FALSE,TRUE,Cloudy,146,2.7276966351212657
North,Loam,Rice,667.7416141558951,25.86223197735501,TRUE,FALSE,Rainy,103,5.103637170793539
West,Silt,Barley,258.34651478060357,33.09557268506572,FALSE,FALSE,Sunny,123,2.6681276609566993
East,Loam,Maize,492.6380552984028,35.77617859058961,TRUE,TRUE,Sunny,105,5.767022595469762
North,Sandy,Rice,130.5032577056373,26.571145807796384,FALSE,FALSE,Rainy,109,1.544694343566377
South,Loam,Rice,798.5162746085591,31.740233255109306,TRUE,FALSE,Rainy,138,6.714573745067655
North,Clay,Soybean,783.9345941012594,27.50869610818272,FALSE,TRUE,Cloudy,130,5.395438777
South,Sandy,Cotton,609.9458087555112,17.76890369077531,FALSE,FALSE,Sunny,67,3.975883656026794
West,Peaty,Maize,356.8611001303277,24.012357222133513,TRUE,TRUE,Cloudy,86,4.678449651433357
East,Loam,Barley,466.0562759234755,29.55821561843998,TRUE,FALSE,Sunny,139,4.482054547651228
North,Silt,Rice,917.5202949,28.39435879898633,FALSE,TRUE,Cloudy,63,6.532143944960887
East,Silt,Rice,503.8708158275209,23.427282555973818,FALSE,FALSE,Sunny,62,3.196079720673226
North,Peaty,Rice,549.6942453864369,18.249584732867795,TRUE,TRUE,Sunny,107,6.067369502552855
South,Silt,Soybean,525.5906600774938,31.761948186272072,FALSE,TRUE,Cloudy,105,4.410918708813558
East,Sandy,Soybean,404.17453886135183,32.22615811513977,FALSE,TRUE,Sunny,100,3.5952278177139534
North,Clay,Soybean,370.34590589969605,16.79835797649238,TRUE,FALSE,Cloudy,117,3.3020495150216886
West,Peaty,Maize,930.8668269,38.060381849403015,TRUE,TRUE,Rainy,61,7.432946373587882
South,Sandy,Soybean,683.6850774,15.547310635461736,FALSE,FALSE,Cloudy,143,4.114077836321847
East,Loam,Soybean,574.3334366022871,18.668391772884625,TRUE,FALSE,Sunny,140,3.683715728546206
North,Silt,Wheat,778.2895563105877,26.29805673993473,TRUE,TRUE,Cloudy,131,8.869623459965766
East,Loam,Cotton,259.39356374747763,27.61689163654413,TRUE,FALSE,Sunny,91,2.860960832655513
North,Sandy,Cotton,504.6403234652408,24.545149086191067,FALSE,FALSE,Rainy,86,3.514597289594972
South,Sandy,Rice,168.09220567476046,16.401474200130043,FALSE,TRUE,Sunny,110,2.071648211
West,Clay,Cotton,464.1566981036058,35.30788239679855,FALSE,TRUE,Cloudy,127,4.8319380828969996
South,Sandy,Maize,516.9707883324564,17.450038050513594,FALSE,TRUE,Sunny,120,4.487272241390366
East,Clay,Maize,373.3761151488907,28.108239093219144,TRUE,TRUE,Cloudy,62,5.122501622788869
East,Chalky,Rice,550.8610321,22.40777899222239,TRUE,FALSE,Sunny,65,4.763686629565328
North,Loam,Cotton,988.2435823272135,19.40767355,FALSE,TRUE,Cloudy,80,6.319186899815463
South,Loam,Maize,638.7242530641003,19.383872801063525,TRUE,TRUE,Cloudy,87,6.153750811044066
North,Chalky,Soybean,827.3578459544393,38.70028613423065,TRUE,TRUE,Cloudy,140,7.409493344963068
South,Clay,Cotton,183.0344065353612,27.346150773375093,TRUE,FALSE,Cloudy,143,2.8322016692848693
East,Silt,Wheat,203.17867741663187,19.87723833025691,TRUE,TRUE,Sunny,93,3.7778498813407086
North,Clay,Cotton,152.29398700457222,25.848474357994554,FALSE,FALSE,Rainy,124,1.352126538749795
North,Silt,Soybean,460.3599281450505,23.65671145674532,TRUE,TRUE,Rainy,146,6.196712996574814
South,Chalky,Wheat,898.5924703,33.107219917388065,FALSE,FALSE,Sunny,97,4.810048649975837
West,Silt,Cotton,240.78434082972248,21.952472706098888,FALSE,FALSE,Cloudy,66,0.9272761013849052
South,Peaty,Wheat,683.3994989648015,36.58698785361532,TRUE,TRUE,Cloudy,76,7.832750081
West,Peaty,Cotton,395.5815539,16.050997825221625,TRUE,TRUE,Sunny,142,4.843482993837872
South,Chalky,Rice,675.3471255241361,30.283948007992848,FALSE,FALSE,Sunny,96,3.797643573094313
East,Silt,Barley,375.47375181878823,36.679720903753854,FALSE,TRUE,Sunny,101,4.075345750595739
North,Sandy,Cotton,267.8233629912821,20.096490662870476,FALSE,TRUE,Rainy,61,3.408026143730274
South,Loam,Cotton,911.0343993283801,37.62817160324008,FALSE,TRUE,Cloudy,96,6.991782850603605
East,Loam,Rice,787.1044127114592,28.459560441865467,TRUE,TRUE,Sunny,85,7.072559805
South,Chalky,Rice,256.5604406958517,36.832325242964345,TRUE,TRUE,Sunny,71,4.711290446951905
North,Peaty,Rice,564.9727199470601,31.280780156999832,TRUE,TRUE,Cloudy,132,6.923433857402061
South,Silt,Rice,885.4132789865314,23.350289929205395,FALSE,TRUE,Rainy,85,6.725444585503227
West,Loam,Wheat,610.9806870740738,15.449267576648001,TRUE,TRUE,Cloudy,101,5.638344907043368
North,Silt,Barley,831.9498085703339,30.093070753682202,TRUE,FALSE,Rainy,92,5.656059585719261
West,Loam,Cotton,569.8933360496401,23.460810558500576,FALSE,TRUE,Sunny,125,3.5811658493510623
East,Silt,Maize,941.5682295498933,33.357803923825045,FALSE,TRUE,Sunny,125,6.601630457759092
East,Silt,Maize,655.7366893166785,19.423323790536067,FALSE,FALSE,Sunny,80,3.7265037511511943
South,Chalky,Rice,198.75302650040175,24.280539736363323,FALSE,TRUE,Cloudy,137,2.9583189986762695
West,Clay,Soybean,110.17842540448177,28.07438376,FALSE,TRUE,Rainy,141,2.3505765900116358
West,Chalky,Barley,916.4109697181559,24.881761543129066,TRUE,FALSE,Cloudy,146,6.506749720207947
North,Clay,Wheat,193.79229082272406,38.88483152348068,FALSE,TRUE,Cloudy,78,3.3588863752250844
West,Loam,Cotton,308.70375931366937,16.147089049641725,FALSE,FALSE,Sunny,78,2.2623933601187183
West,Chalky,Maize,429.2543322550548,27.274333491719783,FALSE,FALSE,Rainy,85,2.978861105353962
North,Sandy,Maize,597.2721477216519,33.541882992797994,FALSE,FALSE,Rainy,73,3.836426804066729
North,Clay,Soybean,154.28607612575942,31.609054824690915,FALSE,FALSE,Cloudy,77,0.9793910595121149
West,Chalky,Cotton,720.1120011093886,36.34658459044515,TRUE,TRUE,Sunny,134,7.535832142077098
South,Loam,Soybean,509.3826054047473,17.25517538364445,TRUE,FALSE,Rainy,131,5.253103681803709
North,Silt,Rice,302.5901802214964,27.78946493601982,TRUE,TRUE,Sunny,116,4.469444144670606
North,Sandy,Barley,167.87204211200498,34.21157893,FALSE,FALSE,Sunny,66,1.612673894750323
West,Silt,Cotton,696.0989407261204,35.87493815555089,FALSE,FALSE,Cloudy,92,5.089442719136908
West,Peaty,Barley,710.5925118143463,36.077281631645874,TRUE,TRUE,Sunny,97,6.264505896973428
North,Clay,Rice,252.01987349648655,18.012438828267026,FALSE,TRUE,Cloudy,86,2.628768667
West,Clay,Soybean,303.68966785492324,31.364990825279573,FALSE,FALSE,Rainy,74,2.154876689864631
North,Chalky,Soybean,107.15916355619942,30.991150892276277,FALSE,FALSE,Cloudy,103,1.168124005603401
South,Loam,Maize,162.81466027131506,18.09748429470793,TRUE,FALSE,Sunny,143,3.0614697507648505
South,Sandy,Rice,196.94646372933016,24.448291348395486,FALSE,FALSE,Cloudy,110,1.657252664498999
North,Chalky,Cotton,632.4259511,18.52323466898995,TRUE,FALSE,Sunny,146,5.160144177
North,Loam,Barley,553.3970411886742,23.78988736190395,FALSE,FALSE,Sunny,79,3.163532054237871
East,Silt,Rice,681.7595919,15.208606101660735,TRUE,TRUE,Cloudy,82,6.386838044
East,Chalky,Barley,162.30867492601848,37.81357790137346,FALSE,TRUE,Sunny,124,2.927988324
West,Clay,Rice,623.4704495764406,36.738482241839286,TRUE,TRUE,Sunny,134,6.519633184177815
West,Sandy,Barley,317.2054032086937,24.749347727259398,TRUE,TRUE,Sunny,75,3.7247249775592213
North,Chalky,Barley,796.0816521,25.095189181007633,TRUE,TRUE,Rainy,85,7.6789126009395705
North,Clay,Rice,952.4925354764935,23.087411952772353,TRUE,FALSE,Rainy,122,6.515660318
East,Loam,Rice,521.1872077,32.95499184633377,FALSE,TRUE,Rainy,135,4.239357987411458
East,Peaty,Rice,877.4012461157528,28.036874432665634,FALSE,FALSE,Cloudy,99,4.613911943
North,Silt,Soybean,199.38193686127573,24.40539970164948,FALSE,FALSE,Rainy,77,2.094286585378294
South,Peaty,Soybean,276.8272071156307,17.91124289729895,TRUE,TRUE,Sunny,141,3.9058844249419966
South,Silt,Barley,937.2900423960346,30.518052107205712,FALSE,TRUE,Sunny,134,6.213989656127186
West,Sandy,Wheat,516.6737563569112,22.21935548462192,FALSE,TRUE,Cloudy,113,3.939059889860661
North,Sandy,Rice,981.1911108253431,18.418557936320738,FALSE,TRUE,Rainy,92,6.3418586108777175
North,Sandy,Cotton,486.1247495019684,15.507489196515158,TRUE,TRUE,Cloudy,91,6.2070702856377595
West,Sandy,Wheat,458.9578967201652,33.85071388428025,FALSE,TRUE,Cloudy,143,4.0146005289268025
East,Sandy,Barley,330.79499240333143,38.51166104982815,FALSE,TRUE,Sunny,135,3.2869461607322696
East,Clay,Soybean,451.1234883805891,30.496617848363854,FALSE,TRUE,Sunny,102,4.594293721278484
South,Chalky,Cotton,496.9463416757933,25.568865031550402,FALSE,TRUE,Rainy,76,4.274884834536626
North,Silt,Rice,629.7710095182414,32.98805708039073,TRUE,TRUE,Sunny,146,6.786116466344885
East,Clay,Soybean,689.5190686,30.799099188441502,TRUE,FALSE,Sunny,118,5.616851343896316
South,Chalky,Cotton,368.3224601606604,37.77381372847882,FALSE,FALSE,Rainy,62,3.2839212001199387
South,Clay,Wheat,648.6967692402058,29.54703876162132,TRUE,FALSE,Cloudy,61,6.130752066776377
South,Chalky,Wheat,159.5660203012851,24.97212378,TRUE,FALSE,Sunny,133,2.9730793044447448
East,Clay,Barley,421.39258158536484,26.90353635395845,FALSE,FALSE,Sunny,81,2.789131242335678
East,Silt,Soybean,393.2817478413012,36.304173419650596,TRUE,FALSE,Rainy,116,4.043225677344459
North,Clay,Cotton,383.29884425835326,29.377678328185127,FALSE,FALSE,Cloudy,71,1.5442521626503063
North,Clay,Soybean,226.87526386752347,34.66627907071711,TRUE,FALSE,Cloudy,72,3.849028022985574
South,Chalky,Barley,364.48925371570704,31.758869802401787,FALSE,TRUE,Rainy,131,3.874756256604906
South,Clay,Cotton,458.5995004635209,33.48144272870593,FALSE,TRUE,Rainy,61,4.460094241014074
East,Silt,Barley,551.5683721763676,22.65677758682346,TRUE,FALSE,Cloudy,113,5.278325941792021
East,Chalky,Soybean,185.53146305063393,32.14388839379278,FALSE,TRUE,Sunny,140,3.083340782069185
North,Peaty,Soybean,849.4992050731246,32.08102534554574,TRUE,TRUE,Rainy,124,7.578161961989303
North,Silt,Soybean,671.7994392974817,34.643178973914445,FALSE,FALSE,Rainy,126,3.7392577439188903
West,Chalky,Maize,503.22234759174466,37.97029655066546,FALSE,FALSE,Sunny,67,2.815162237275302
North,Loam,Soybean,882.2137787372645,29.65297520739313,FALSE,TRUE,Sunny,117,5.705669173
East,Sandy,Rice,376.76646608426427,15.709764214537314,TRUE,TRUE,Sunny,77,5.150459039387446
South,Peaty,Maize,437.5996378879563,33.72773003103259,TRUE,TRUE,Sunny,109,5.6524410858832805
West,Clay,Rice,235.6183833042429,25.040920780084477,TRUE,TRUE,Rainy,136,4.733027563279474
North,Peaty,Cotton,778.3133470852239,20.635804717967623,TRUE,TRUE,Cloudy,86,7.117036256
North,Silt,Barley,895.1636702783933,22.26624220065088,FALSE,FALSE,Cloudy,103,5.485161152300936
East,Silt,Wheat,316.30313947409644,30.215314530960235,TRUE,FALSE,Cloudy,88,3.324933400185234
West,Chalky,Soybean,943.3883133369544,35.56962782048862,FALSE,FALSE,Rainy,140,5.838040337247862
North,Chalky,Rice,403.5427828,27.282589257359476,FALSE,FALSE,Rainy,131,2.174064711800877
South,Loam,Soybean,244.26715280055438,38.71592190099213,FALSE,TRUE,Rainy,123,3.907270785930614
East,Silt,Maize,757.5859820939501,34.10702586704933,TRUE,TRUE,Cloudy,147,7.140072115917142
West,Chalky,Rice,926.6790869957255,29.089339911472035,FALSE,FALSE,Cloudy,130,4.822715325806456
North,Loam,Cotton,277.17238481480354,15.034366199296237,FALSE,TRUE,Rainy,69,3.547083241656722
North,Silt,Cotton,255.81364783409484,35.07654504578829,TRUE,FALSE,Rainy,139,3.8142161539489425
West,Clay,Cotton,483.1190382779477,21.889785915851355,TRUE,TRUE,Sunny,114,6.017049993768001
East,Sandy,Cotton,970.6082169277832,26.81797538155154,FALSE,TRUE,Rainy,123,6.241291050360108
West,Sandy,Wheat,643.7405071531579,27.663186560452292,TRUE,TRUE,Rainy,99,6.554635347665477
West,Peaty,Wheat,225.35855548511023,19.562283336506773,TRUE,TRUE,Sunny,88,4.024300676770591
East,Silt,Barley,748.7781125424337,15.290427523345896,FALSE,TRUE,Rainy,115,4.843442703838714
North,Peaty,Wheat,823.5782924432183,30.583586666659272,FALSE,TRUE,Cloudy,136,5.660103504
South,Sandy,Cotton,382.35352597395695,31.15306703406379,FALSE,TRUE,Sunny,72,3.553741145
East,Chalky,Cotton,855.5185792721707,30.426763756646885,TRUE,FALSE,Sunny,86,7.036937656553553
South,Silt,Wheat,573.6861089323044,19.72308775938604,FALSE,TRUE,Rainy,141,5.334404629515929
North,Silt,Barley,169.25605107034494,36.42721823340218,FALSE,FALSE,Cloudy,100,1.3797924550715859
West,Clay,Soybean,434.65465541520473,35.18784744667711,FALSE,FALSE,Rainy,134,3.062374167392708
South,Clay,Soybean,313.7973070989598,34.336162907192104,TRUE,FALSE,Sunny,101,4.486535335840469
North,Silt,Wheat,395.4968797833574,35.84480266226717,FALSE,TRUE,Sunny,143,3.9873595070545615
North,Peaty,Cotton,205.74873682821107,29.766588716562012,TRUE,TRUE,Cloudy,66,4.315417950770528
West,Loam,Wheat,339.82283291247313,35.779103538087554,TRUE,TRUE,Rainy,75,4.804230131294072
West,Loam,Barley,131.6302513767605,17.80421897883912,FALSE,FALSE,Rainy,104,0.2144069198528894
North,Peaty,Maize,873.6016809236903,28.81525778651327,FALSE,TRUE,Sunny,93,6.7705652060113355
North,Peaty,Wheat,657.4681460736131,15.819430186707828,TRUE,TRUE,Sunny,101,7.059369447547921
South,Peaty,Barley,729.3809653,19.650984760787953,FALSE,TRUE,Cloudy,79,5.078120545002698
North,Loam,Cotton,505.89740213737247,33.187944774777655,TRUE,FALSE,Sunny,68,3.9608241664546253
North,Clay,Wheat,337.80528358624656,37.10602535146532,TRUE,TRUE,Sunny,90,5.100335692373526
South,Sandy,Rice,173.77613060121354,31.53011218,FALSE,FALSE,Rainy,86,1.2067800598930178
East,Sandy,Maize,711.0978530704944,37.61244642006163,TRUE,FALSE,Rainy,106,4.756412773110849
South,Peaty,Soybean,161.11240287311074,38.38398938639942,FALSE,FALSE,Rainy,143,1.3085690316026248
South,Silt,Soybean,275.1986703997443,15.660361339517213,TRUE,FALSE,Cloudy,82,3.2318523678970954
West,Clay,Wheat,115.98680886431244,32.81937378468041,TRUE,TRUE,Rainy,140,4.157649820061652
South,Peaty,Wheat,121.16590178057199,30.22056594864351,FALSE,TRUE,Cloudy,104,2.3632790060594684
North,Silt,Maize,850.7830265100495,21.33183508519111,TRUE,FALSE,Sunny,71,5.417125929963276
North,Clay,Wheat,247.99047427651965,35.38520624546076,FALSE,TRUE,Rainy,137,3.231449554436246
North,Clay,Rice,692.6830181710689,30.429592795289814,TRUE,FALSE,Sunny,123,5.565402896935037
East,Chalky,Maize,348.7276922930314,22.555255051951523,TRUE,FALSE,Rainy,112,3.4936565175497845
North,Sandy,Soybean,735.9318946,31.867689753500006,FALSE,FALSE,Sunny,141,3.6546950210733815
East,Sandy,Barley,526.4331074301481,33.829556372067806,FALSE,TRUE,Cloudy,102,3.7023758584646096
North,Loam,Cotton,747.6827600460393,33.38941591,TRUE,TRUE,Cloudy,100,7.325787086514803
South,Clay,Wheat,420.3750824213045,35.33251479920116,TRUE,TRUE,Cloudy,146,5.987424587516612
West,Silt,Barley,120.91810931293645,15.57511324946632,TRUE,FALSE,Cloudy,106,2.8978843596365507
North,Peaty,Barley,168.11546283435246,19.21928710498786,FALSE,TRUE,Rainy,75,2.7044223730848813
East,Clay,Rice,820.9102169917876,30.75516590855991,TRUE,FALSE,Cloudy,112,6.1269051024110395
East,Sandy,Barley,901.8445785,26.03694484053755,FALSE,FALSE,Cloudy,78,5.0639346892523545
West,Clay,Cotton,848.8945329601862,39.674232926662214,TRUE,FALSE,Sunny,131,5.9966831522002115
North,Peaty,Cotton,148.1666972011696,23.14116850882614,FALSE,TRUE,Cloudy,112,2.254391458295097
South,Clay,Rice,666.1876957957483,27.926670238395836,TRUE,FALSE,Sunny,102,5.511592938273191
North,Sandy,Maize,689.0857051316452,30.74555254212294,TRUE,TRUE,Rainy,65,6.733771118844449
North,Loam,Wheat,629.0882048164891,36.35325430448437,FALSE,TRUE,Sunny,126,4.950589091645869
West,Peaty,Rice,146.0455763255143,23.935764462316406,TRUE,TRUE,Sunny,111,4.995092216196994
North,Sandy,Wheat,965.9336565277958,26.10869200593806,FALSE,TRUE,Cloudy,116,7.0641850761015075
South,Clay,Barley,178.17127910617052,23.670930288772297,FALSE,FALSE,Cloudy,111,0.9611130351535683
East,Clay,Cotton,665.7089710147548,34.25403378707824,FALSE,TRUE,Cloudy,88,6.507786041470915
West,Clay,Maize,741.0416656578049,31.00689614,FALSE,FALSE,Sunny,131,5.746369009594209
South,Chalky,Rice,300.7984079289744,29.14351666701009,TRUE,TRUE,Rainy,60,4.287590247575399
East,Loam,Cotton,440.6728804558764,35.71588891976947,FALSE,TRUE,Rainy,98,3.7611768463091013
West,Peaty,Cotton,142.1604359057654,21.20476812254963,TRUE,FALSE,Cloudy,132,2.789033168138648
West,Clay,Barley,233.28798461624652,32.41502968767535,FALSE,FALSE,Rainy,149,1.4610349174884498
East,Sandy,Cotton,827.8830576076246,17.79061668406601,FALSE,TRUE,Cloudy,139,5.372642305756839
East,Chalky,Soybean,703.8420794386489,27.969861352323747,TRUE,TRUE,Cloudy,97,8.200099228
South,Clay,Maize,932.5443945521552,17.562191422836968,FALSE,TRUE,Sunny,101,6.2378426606956054
North,Loam,Rice,801.6403460371627,18.99065225929673,FALSE,TRUE,Sunny,147,6.304859888551193
North,Loam,Rice,129.19381169825652,27.12981960559321,FALSE,FALSE,Sunny,123,1.0658554225430952
North,Loam,Wheat,905.203025,32.82101490025261,TRUE,FALSE,Rainy,105,7.0679132619389495
North,Peaty,Barley,234.65616784504982,29.74045807,FALSE,TRUE,Rainy,139,2.667486916914226
North,Loam,Wheat,743.5126756419229,28.81321662487148,FALSE,FALSE,Sunny,105,4.046361943283899
South,Clay,Rice,366.9554212295784,36.69713246615457,FALSE,TRUE,Rainy,73,3.1972869455155197
West,Chalky,Rice,309.4499164886421,26.124673232250778,TRUE,TRUE,Sunny,110,5.709601221583846
South,Sandy,Wheat,599.9133447871931,20.16388873952323,FALSE,TRUE,Cloudy,98,4.534398120310109
South,Chalky,Cotton,999.1879096659941,19.240343928137065,FALSE,FALSE,Rainy,78,5.076787908361332
South,Peaty,Cotton,357.52818654240957,30.905778667528885,TRUE,TRUE,Sunny,131,5.415842686691884
West,Loam,Cotton,259.29635678438353,23.314016729062885,FALSE,FALSE,Sunny,118,0.8499499154062555
South,Sandy,Barley,592.2111295788281,35.40688201957717,TRUE,FALSE,Cloudy,72,4.744392929961867
South,Loam,Cotton,528.5809454873342,37.64597736817471,FALSE,FALSE,Rainy,78,3.997215347
West,Silt,Rice,316.25354007702674,37.19239948788538,TRUE,FALSE,Rainy,90,4.307427976772825
South,Sandy,Cotton,834.4855684887312,24.402287730799088,FALSE,TRUE,Cloudy,96,5.140371731466807
North,Loam,Maize,592.0835204283538,26.194015811903274,TRUE,TRUE,Rainy,142,6.026426835477667
East,Chalky,Barley,630.5132558573285,25.51927591185137,TRUE,TRUE,Sunny,144,5.9169218967256505
South,Clay,Maize,572.6858932,36.77048450751212,TRUE,TRUE,Cloudy,136,6.404177722830104
East,Clay,Rice,844.8299918302139,36.34372107988955,FALSE,FALSE,Sunny,109,5.259565746
South,Loam,Wheat,888.7950761589508,25.228227045848747,TRUE,FALSE,Rainy,61,7.3867335058726775
South,Sandy,Soybean,525.7876249670093,33.63002818711642,TRUE,TRUE,Rainy,93,6.112881367787593
North,Sandy,Cotton,549.0058743,27.721868628981426,TRUE,TRUE,Sunny,96,4.7715963237664205
West,Clay,Maize,739.4578629932454,16.525054937630614,TRUE,FALSE,Cloudy,124,5.999159347422161
East,Sandy,Cotton,648.7244111451987,28.50166988784633,FALSE,FALSE,Rainy,135,3.9783957878041596
West,Peaty,Maize,508.9661622737547,35.36575549130869,TRUE,TRUE,Rainy,77,6.525131977796305
North,Chalky,Soybean,150.00958549741713,34.758897405242294,TRUE,FALSE,Cloudy,123,2.9480813902176837
North,Loam,Maize,109.89722892131759,20.43576686551855,FALSE,FALSE,Rainy,119,1.3556079712089195
East,Silt,Barley,773.3103297886481,25.74860471964394,TRUE,TRUE,Cloudy,108,8.008172014582495
West,Loam,Maize,142.43251709659356,27.442497310561244,TRUE,TRUE,Sunny,82,4.608124790715826
North,Peaty,Cotton,204.3674618865407,17.66146241083677,FALSE,FALSE,Rainy,114,1.803978483841738
South,Sandy,Wheat,549.2221877989898,17.908720128197768,FALSE,FALSE,Cloudy,75,3.185209293304599
South,Clay,Wheat,877.4693753669754,39.686104697949304,TRUE,FALSE,Rainy,137,5.940015234642199
South,Peaty,Barley,903.6754911818139,36.230421908009426,FALSE,FALSE,Rainy,106,5.320710868590225
West,Silt,Barley,433.17879517130854,34.75176131337084,FALSE,TRUE,Cloudy,127,3.5097518377417924
South,Chalky,Barley,193.5378427779487,15.483632463523067,TRUE,FALSE,Rainy,98,2.3677704281466174
South,Silt,Barley,937.4808155,39.93520425,FALSE,FALSE,Cloudy,145,6.168654478
North,Loam,Soybean,838.1163752653807,22.701763658541253,TRUE,TRUE,Cloudy,121,7.749779603003963
North,Silt,Wheat,343.7993468174902,37.731921815577955,FALSE,FALSE,Cloudy,137,1.5020535095133543
South,Sandy,Cotton,199.96812924831028,25.728811502386524,FALSE,TRUE,Sunny,60,3.0506312650247716
South,Sandy,Rice,859.0496651243835,29.902658263297873,TRUE,FALSE,Rainy,104,6.395457380831123
North,Clay,Cotton,993.2710071107409,22.257039513655243,FALSE,FALSE,Rainy,91,5.262737826603017
East,Clay,Barley,741.8325984468368,26.417001471957395,FALSE,FALSE,Cloudy,84,4.2161295358797855
West,Sandy,Maize,655.7206152124987,23.609370971244864,FALSE,TRUE,Sunny,135,4.1494793659351235
West,Sandy,Maize,159.26300445688082,23.725545388501608,TRUE,FALSE,Sunny,148,1.9478133752639843
North,Silt,Wheat,888.6684357443075,24.411445924680923,TRUE,TRUE,Sunny,66,7.833051934547003
West,Clay,Wheat,878.9646246421215,30.771059701137197,FALSE,TRUE,Sunny,148,6.974271790137324
North,Silt,Barley,986.5418792,24.681563864618692,TRUE,FALSE,Sunny,77,6.8498652611328446
North,Peaty,Maize,300.04243747313706,39.77393361051206,FALSE,FALSE,Rainy,108,3.120682492
North,Sandy,Soybean,273.57791619097975,32.09481672352287,FALSE,TRUE,Cloudy,60,3.326533742883763
North,Sandy,Barley,519.3070376611657,23.707106191169522,TRUE,FALSE,Cloudy,106,4.815743490466986
East,Clay,Barley,505.1180790194073,25.137644243894368,TRUE,FALSE,Cloudy,130,4.295461596842392
South,Sandy,Cotton,603.7836945675435,17.891896926486652,FALSE,FALSE,Rainy,69,3.4412050367617053
South,Silt,Rice,193.8897330468467,37.15726558479774,TRUE,FALSE,Rainy,73,2.5467425495144553
East,Clay,Rice,764.7251350035226,26.92944494,FALSE,TRUE,Rainy,89,4.892668265154665
West,Peaty,Rice,740.6803991596255,31.21948139800008,FALSE,FALSE,Cloudy,73,4.145958325844396
West,Sandy,Rice,829.146247,33.30813395883125,TRUE,FALSE,Cloudy,114,5.899336565
South,Loam,Cotton,722.2986621811922,35.97022851883927,TRUE,FALSE,Cloudy,92,5.705646946539641
West,Clay,Wheat,639.9355161547504,36.909026029632635,TRUE,FALSE,Cloudy,138,5.847673486271947
South,Loam,Rice,114.18885186621709,36.05828200075615,FALSE,TRUE,Sunny,72,2.6947260568913753
South,Silt,Cotton,800.3040751243586,24.916123531428923,FALSE,FALSE,Sunny,144,4.167688259226025
East,Clay,Wheat,591.9618671951673,35.43567577260323,TRUE,TRUE,Rainy,96,6.818992360372106
West,Loam,Soybean,863.479586,29.177637791957075,FALSE,TRUE,Rainy,105,5.032740790441517
East,Chalky,Cotton,383.5624849162646,38.735384169639715,TRUE,TRUE,Sunny,79,5.680288426759684
South,Loam,Barley,539.2475765960273,21.60330611542173,FALSE,FALSE,Sunny,102,3.045288859850788
South,Chalky,Cotton,245.30553482766425,31.71818813436865,TRUE,TRUE,Rainy,70,3.743913346428685
South,Clay,Soybean,408.5597705,24.042152937626135,TRUE,FALSE,Cloudy,132,4.0404880432069294
North,Chalky,Soybean,822.2287888,36.37435800981737,TRUE,FALSE,Rainy,126,7.090661227923068
North,Chalky,Soybean,297.89555494010403,36.508790503714806,TRUE,TRUE,Rainy,143,5.4272330257537575
North,Silt,Soybean,739.5071741768836,16.234366203803763,FALSE,TRUE,Sunny,110,6.375758654134937
East,Loam,Barley,185.5906477504106,33.09814855277358,TRUE,FALSE,Sunny,122,2.748451429721127
South,Peaty,Cotton,908.8983641342909,29.73935485,TRUE,TRUE,Sunny,144,7.133365705
West,Peaty,Cotton,648.9490690125438,35.189960395698535,FALSE,TRUE,Rainy,79,5.636479529868029
East,Peaty,Cotton,254.45215191035814,15.374718685789018,FALSE,TRUE,Cloudy,83,3.224061640850305
East,Chalky,Wheat,239.25473251603066,17.180145530356338,FALSE,TRUE,Cloudy,99,2.870081795163647
East,Clay,Cotton,691.5104739407344,21.363096799872498,TRUE,TRUE,Sunny,124,6.583458224295889
West,Chalky,Barley,575.5516110539572,17.441292637848207,FALSE,FALSE,Rainy,74,2.8031360805471794
South,Silt,Wheat,215.38505422298692,27.97578704728754,FALSE,TRUE,Sunny,104,2.2970894874721304
North,Clay,Wheat,881.5862453703045,16.04684239778294,TRUE,TRUE,Sunny,103,7.078065444773897
South,Clay,Rice,666.3979096647614,34.14406976322887,FALSE,FALSE,Cloudy,103,4.150386493860717
South,Clay,Rice,179.49359290064285,33.127961591739385,TRUE,FALSE,Cloudy,70,3.5259476056693293
East,Peaty,Rice,714.9006926873766,20.676515549837866,TRUE,FALSE,Cloudy,66,4.9983044375447525
East,Peaty,Barley,976.5756895,38.76669572977008,TRUE,FALSE,Rainy,149,7.5116468541338675
East,Sandy,Barley,700.5584347903375,16.610546211243076,FALSE,TRUE,Sunny,95,4.859252324564841
North,Chalky,Rice,415.59840165899107,18.774233592740266,TRUE,FALSE,Cloudy,146,3.219177583084231
